1;1;East Station 1;40.064432;14.707683;23
2;1;Park Station 2;52.427913;19.220976;41
3;1;Mall Station 3;43.42179;19.657105;47
4;1;South Station 4;43.927168;22.588929;14
5;1;Park Station 5;43.968026;9.45636;17
6;1;Mall Station 6;47.098614;20.030915;18
7;1;East Station 7;49.880394;-1.919194;38
8;1;Terminal Station 8;45.689448;6.567835;46
9;1;University Station 9;46.183718;-2.841561;11
10;1;Mall Station 10;54.810783;-7.583376;11
11;1;North Station 11;40.441002;21.29904;18
12;1;East Station 12;51.813253;19.076888;27
13;1;Gardens Station 13;52.424745;14.616292;39
14;1;Plaza Station 14;41.629876;5.773974;33
15;1;Square Station 15;40.499796;-8.318206;42
16;1;Main Station 16;43.633529;23.125254;26
17;1;West Station 17;44.534761;4.734257;38
18;1;University Station 18;45.465484;-3.852785;28
19;1;Park Station 19;54.451839;13.588597;10
20;1;South Station 20;54.803429;6.962636;18
21;1;South Station 21;41.249202;24.884096;40
22;1;South Station 22;52.135887;11.745816;12
23;1;Square Station 23;40.022223;1.747402;37
24;1;Station Station 24;50.99774;24.354259;21
25;1;Park Station 25;52.224492;23.965456;29
26;1;South Station 26;46.312373;6.764117;10
27;1;Plaza Station 27;40.307617;-1.144348;35
28;1;University Station 28;53.678908;-0.989172;21
29;1;West Station 29;46.052169;21.086087;27
30;1;North Station 30;41.860979;5.106813;12
31;1;Terminal Station 31;50.394511;1.552112;36
32;1;Main Station 32;40.690383;11.377271;33
33;1;Mall Station 33;51.497617;13.741818;47
34;1;Main Station 34;42.073109;2.387937;14
35;1;East Station 35;54.175687;10.269595;15
36;1;Square Station 36;42.317998;9.143792;41
37;1;Park Station 37;40.713034;17.976546;48
38;1;East Station 38;54.033331;20.231912;14
39;1;West Station 39;42.367237;-6.138021;20
40;1;Terminal Station 40;43.959816;6.459672;13
41;1;Central Station 41;46.315446;15.144172;20
42;1;University Station 42;48.559489;21.218439;30
43;1;North Station 43;53.247547;10.951747;44
44;1;Station Station 44;46.239114;18.269524;16
45;1;Main Station 45;51.563357;-2.185376;40
46;1;Square Station 46;52.268023;7.870257;44
47;1;West Station 47;44.254147;0.562944;36
48;1;Mall Station 48;44.341834;1.193051;43
49;1;Gardens Station 49;50.204518;-7.795475;42
50;1;Gardens Station 50;42.415514;-1.533988;18
51;1;Main Station 51;48.10259;20.629259;27
52;1;East Station 52;40.37543;15.908637;29
53;1;University Station 53;45.538697;8.947091;37
54;1;Gardens Station 54;43.440859;8.648095;46
55;1;Terminal Station 55;43.338014;11.196208;34
56;1;University Station 56;47.402376;23.039425;23
57;1;West Station 57;51.180009;18.804799;42
58;1;Mall Station 58;48.953246;-2.152366;31
59;1;Mall Station 59;41.489937;-0.722335;45
60;1;Park Station 60;47.619595;-4.26997;11
61;1;University Station 61;52.732796;0.348571;24
62;1;Central Station 62;52.474482;12.759195;29
63;1;Plaza Station 63;40.351632;-6.498391;48
64;1;Gardens Station 64;50.222648;-3.511187;27
65;1;Park Station 65;52.349443;12.197422;35
66;1;Gardens Station 66;41.592895;14.324686;29
67;1;Main Station 67;40.85638;6.908074;46
68;1;South Station 68;42.359911;-5.840755;49
69;1;East Station 69;48.991521;2.989932;46
70;1;Mall Station 70;51.383666;0.384955;20
71;1;Station Station 71;51.843493;13.124123;37
72;1;University Station 72;41.576943;11.898148;37
73;1;Gardens Station 73;41.307366;24.091058;46
74;1;Gardens Station 74;43.706509;-4.423998;22
75;1;South Station 75;46.757175;8.301545;36
76;1;Central Station 76;53.887642;-7.933142;26
77;1;Terminal Station 77;43.538057;3.318869;26
78;1;Station Station 78;54.603742;17.023327;20
79;1;Park Station 79;43.771991;4.169836;15
80;1;Central Station 80;40.547651;22.504196;22
81;1;Plaza Station 81;53.532251;20.480038;21
82;1;Plaza Station 82;40.627274;18.08505;17
83;1;Terminal Station 83;49.574623;3.85905;29
84;1;Square Station 84;42.517381;-6.563269;42
85;1;East Station 85;41.069327;-0.44846;49
86;1;South Station 86;50.063819;12.966447;36
87;1;North Station 87;48.230473;-4.003704;26
88;1;Park Station 88;47.771494;-1.69356;23
89;1;Square Station 89;43.375122;2.176407;50
90;1;Central Station 90;50.901474;4.016889;19
91;1;East Station 91;49.236804;15.346713;27
92;1;Park Station 92;53.761225;-7.61314;30
93;1;Mall Station 93;42.368074;19.204424;23
94;1;East Station 94;42.012437;24.905018;23
95;1;Terminal Station 95;51.198244;15.214698;50
96;1;Mall Station 96;45.542652;15.165123;14
97;1;Main Station 97;45.174218;19.835983;44
98;1;Station Station 98;41.258048;10.093686;35
99;1;Terminal Station 99;49.965946;0.789284;46
100;1;South Station 100;40.299313;11.554297;44
101;2;University Station 1;49.399987;14.909417;31
102;2;Central Station 2;41.199998;7.538933;33
103;2;South Station 3;46.490106;15.419796;14
104;2;Station Station 4;45.713048;-5.315358;28
105;2;Plaza Station 5;46.729064;-1.830871;16
106;2;East Station 6;50.585162;7.560279;14
107;2;West Station 7;50.020617;-5.282743;31
108;2;Park Station 8;45.642927;8.936806;33
109;2;East Station 9;40.245858;-4.580463;43
110;2;South Station 10;42.102174;8.650355;49
111;2;University Station 11;47.442093;3.805767;33
112;2;Park Station 12;52.097844;3.938568;21
113;2;South Station 13;47.707968;6.983385;18
114;2;Station Station 14;44.551404;-2.16623;32
115;2;Main Station 15;50.992437;-1.52178;23
116;2;East Station 16;49.318047;24.61316;47
117;2;North Station 17;50.225139;22.685061;46
118;2;South Station 18;43.569137;-2.222364;35
119;2;Mall Station 19;48.122831;19.963059;41
120;2;Park Station 20;41.168373;16.025145;44
121;2;Square Station 21;51.260229;21.311296;35
122;2;Park Station 22;48.416493;18.591555;14
123;2;East Station 23;51.203238;1.416053;42
124;2;Mall Station 24;49.964681;9.706894;42
125;2;Park Station 25;50.088689;3.514611;18
126;2;East Station 26;52.342802;-3.340241;40
127;2;Main Station 27;54.364443;-8.531481;20
128;2;Plaza Station 28;42.057555;7.795536;37
129;2;University Station 29;43.977536;7.278014;37
130;2;Main Station 30;48.252048;-8.05413;32
131;2;Square Station 31;50.294509;8.037425;20
132;2;Central Station 32;45.938851;-1.719622;41
133;2;Square Station 33;49.354067;15.706184;13
134;2;Park Station 34;40.889577;19.783635;38
135;2;Plaza Station 35;41.65458;4.476378;15
136;2;South Station 36;47.704418;-2.439762;41
137;2;South Station 37;53.621996;15.02994;39
138;2;West Station 38;42.188116;23.182767;23
139;2;East Station 39;51.666964;7.229724;30
140;2;Plaza Station 40;44.80365;19.042407;28
141;2;Park Station 41;54.195266;8.64219;25
142;2;Terminal Station 42;42.82062;-4.827342;14
143;2;Terminal Station 43;51.357669;2.162528;24
144;2;Mall Station 44;48.019736;-4.14386;18
145;2;Station Station 45;49.274406;8.781367;45
146;2;Terminal Station 46;41.12775;14.075866;45
147;2;West Station 47;41.670782;14.851977;18
148;2;East Station 48;42.91517;16.568963;50
149;2;Terminal Station 49;44.884808;21.334041;29
150;2;Park Station 50;40.383626;7.611999;35
151;2;Park Station 51;45.75046;-2.433714;21
152;2;North Station 52;50.433317;-7.871122;22
153;2;South Station 53;49.742016;-5.061146;39
154;2;Terminal Station 54;47.908385;-6.062432;22
155;2;East Station 55;45.713569;5.083112;26
156;2;East Station 56;48.606446;21.662847;32
157;2;Plaza Station 57;47.808328;-1.199399;39
158;2;Terminal Station 58;53.584809;14.459238;31
159;2;Plaza Station 59;43.405687;15.940018;24
160;2;North Station 60;50.544741;12.027905;16
161;2;Square Station 61;50.578694;-1.269375;41
162;2;Terminal Station 62;41.968756;0.523931;20
163;2;West Station 63;48.554288;23.699108;45
164;2;Square Station 64;43.673014;5.477203;46
165;2;Park Station 65;40.340117;0.944771;22
166;2;Main Station 66;53.523185;24.487109;36
167;2;North Station 67;45.256715;19.838548;18
168;2;Station Station 68;47.870019;8.765812;13
